key_0,actual,predicted,age,income,membership_duration,difficulty,duration,reward,web,email,social,mobile,gender = _F,gender = _M,gender = _O
48018,3,1,71,86000.0,1087,0,4,0,1,1,0,1,0,1,0
54451,3,3,90,53000.0,1075,0,3,0,0,1,1,1,1,0,0
86328,3,3,86,55000.0,848,0,3,0,0,1,1,1,1,0,0
82579,3,3,27,70000.0,106,0,3,0,0,1,1,1,1,0,0
108632,2,2,43,31000.0,488,10,10,2,1,1,1,1,1,0,0
134914,1,1,78,101000.0,722,0,3,0,0,1,1,1,1,0,0
96242,2,2,53,71000.0,273,7,7,3,1,1,1,1,0,1,0
111931,3,1,91,74000.0,892,0,3,0,0,1,1,1,1,0,0
50129,3,3,47,51000.0,1647,0,4,0,1,1,0,1,0,1,0
51057,3,1,51,76000.0,1037,0,3,0,0,1,1,1,0,1,0
102653,3,3,69,65000.0,175,0,3,0,0,1,1,1,0,1,0
58728,3,1,27,33000.0,1563,0,3,0,0,1,1,1,0,1,0
72775,1,1,31,53000.0,627,0,4,0,1,1,0,1,1,0,0
24466,1,1,55,75000.0,19,0,4,0,1,1,0,1,0,1,0
17075,1,1,41,38000.0,304,0,4,0,1,1,0,1,0,1,0
125513,3,3,76,69000.0,878,0,3,0,0,1,1,1,0,1,0
74789,3,1,52,115000.0,854,0,3,0,0,1,1,1,1,0,0
86578,0,0,38,41000.0,27,5,5,5,1,1,1,1,0,1,0
33883,3,1,24,54000.0,20,0,4,0,1,1,0,1,0,1,0
81778,3,3,27,57000.0,154,0,3,0,0,1,1,1,0,1,0
138642,1,1,64,56000.0,1169,0,4,0,1,1,0,1,0,1,0
17894,3,3,66,77000.0,759,0,4,0,1,1,0,1,0,1,0
85597,2,2,65,77000.0,697,10,10,2,1,1,1,1,0,1,0
111879,3,1,42,47000.0,18,0,3,0,0,1,1,1,0,1,0
73335,1,1,21,39000.0,1072,0,4,0,1,1,0,1,0,1,0
23107,3,3,22,43000.0,666,0,3,0,0,1,1,1,1,0,0
116893,2,1,22,48000.0,169,20,10,5,1,1,0,0,0,1,0
125719,3,3,61,98000.0,622,0,4,0,1,1,0,1,1,0,0
33280,1,1,28,62000.0,565,0,4,0,1,1,0,1,1,0,0
8505,0,0,90,75000.0,177,5,5,5,1,1,1,1,1,0,0
103819,3,3,46,68000.0,960,0,4,0,1,1,0,1,1,0,0
121144,1,1,75,35000.0,512,0,3,0,0,1,1,1,0,1,0
63608,0,0,65,106000.0,897,10,5,10,1,1,1,1,0,1,0
106215,1,3,19,32000.0,735,0,3,0,0,1,1,1,1,0,0
23888,1,1,34,50000.0,1432,0,3,0,0,1,1,1,0,1,0
31115,3,1,56,90000.0,205,0,3,0,0,1,1,1,1,0,0
146768,1,1,85,43000.0,356,0,4,0,1,1,0,1,1,0,0
95106,3,3,50,69000.0,1609,0,3,0,0,1,1,1,0,1,0
5896,1,2,81,101000.0,356,10,10,2,1,1,1,1,1,0,0
7578,1,1,61,100000.0,1062,0,3,0,0,1,1,1,0,1,0
34385,2,2,40,70000.0,678,10,10,2,1,1,1,1,0,1,0
40283,2,2,51,101000.0,263,7,7,3,1,1,1,1,1,0,0
131484,1,1,61,76000.0,1767,0,4,0,1,1,0,1,1,0,0
7380,2,2,48,80000.0,727,20,10,5,1,1,0,0,0,0,1
8834,2,2,60,57000.0,58,10,7,2,1,1,0,1,0,1,0
70356,3,3,27,31000.0,396,0,3,0,0,1,1,1,1,0,0
82495,2,2,49,56000.0,658,7,7,3,1,1,1,1,1,0,0
79034,1,1,67,58000.0,409,0,4,0,1,1,0,1,0,0,1
43876,3,1,48,70000.0,7,0,4,0,1,1,0,1,0,1,0
13268,2,2,69,85000.0,1188,10,7,2,1,1,0,1,1,0,0
18017,3,3,75,112000.0,866,0,4,0,1,1,0,1,1,0,0
51252,3,3,42,74000.0,236,0,3,0,0,1,1,1,1,0,0
89103,1,3,54,70000.0,372,0,3,0,0,1,1,1,0,1,0
20860,1,1,28,68000.0,429,0,4,0,1,1,0,1,1,0,0
28268,3,1,78,78000.0,836,0,3,0,0,1,1,1,0,1,0
126938,1,1,62,85000.0,221,0,4,0,1,1,0,1,1,0,0
125179,1,2,25,41000.0,448,10,7,2,1,1,0,1,1,0,0
136071,0,0,62,83000.0,242,10,7,10,0,1,1,1,1,0,0
128333,1,1,36,35000.0,479,0,4,0,1,1,0,1,0,1,0
65642,2,2,63,96000.0,770,10,10,2,1,1,1,1,0,1,0
43651,3,1,36,56000.0,610,0,3,0,0,1,1,1,0,1,0
127533,1,1,60,38000.0,54,0,3,0,0,1,1,1,0,1,0
138664,0,0,79,72000.0,1523,5,7,5,1,1,0,1,0,1,0
56924,3,3,65,38000.0,1001,0,4,0,1,1,0,1,0,1,0
79448,3,3,53,92000.0,243,0,4,0,1,1,0,1,0,1,0
26170,3,1,21,31000.0,451,0,4,0,1,1,0,1,0,1,0
17961,3,1,18,40000.0,825,0,3,0,0,1,1,1,0,1,0
44607,1,1,52,82000.0,1007,0,3,0,0,1,1,1,0,1,0
36527,1,1,87,48000.0,109,0,4,0,1,1,0,1,1,0,0
65725,1,1,67,39000.0,931,0,4,0,1,1,0,1,0,1,0
68325,3,3,40,56000.0,455,0,4,0,1,1,0,1,0,1,0
75364,1,1,59,106000.0,349,0,3,0,0,1,1,1,1,0,0
71545,1,3,26,44000.0,367,0,3,0,0,1,1,1,0,1,0
53835,0,0,38,44000.0,1043,5,5,5,1,1,1,1,0,1,0
43584,1,1,53,44000.0,833,0,4,0,1,1,0,1,1,0,0
102230,0,0,45,57000.0,434,5,5,5,1,1,1,1,1,0,0
141809,1,1,51,54000.0,879,0,3,0,0,1,1,1,1,0,0
12480,1,1,89,82000.0,38,0,3,0,0,1,1,1,0,1,0
72687,1,1,26,36000.0,659,0,4,0,1,1,0,1,1,0,0
110383,1,1,33,62000.0,1340,0,3,0,0,1,1,1,0,1,0
108284,3,3,62,62000.0,421,0,3,0,0,1,1,1,1,0,0
131831,3,1,84,38000.0,1061,0,3,0,0,1,1,1,1,0,0
8244,1,1,51,93000.0,1065,0,3,0,0,1,1,1,0,1,0
110504,3,1,20,72000.0,391,0,4,0,1,1,0,1,0,1,0
107717,2,2,43,74000.0,435,10,7,2,1,1,0,1,0,1,0
38733,1,0,20,35000.0,535,5,7,5,1,1,0,1,1,0,0
58289,2,2,40,74000.0,183,7,7,3,1,1,1,1,1,0,0
2293,3,3,43,76000.0,354,0,4,0,1,1,0,1,0,1,0
3714,2,2,36,58000.0,459,7,7,3,1,1,1,1,1,0,0
5444,0,0,51,73000.0,884,5,7,5,1,1,0,1,1,0,0
36353,1,1,47,45000.0,1424,0,3,0,0,1,1,1,0,1,0
59365,3,1,61,58000.0,1108,0,4,0,1,1,0,1,1,0,0
131765,1,1,21,67000.0,269,0,4,0,1,1,0,1,0,1,0
65408,1,1,54,106000.0,648,0,4,0,1,1,0,1,1,0,0
10330,0,0,55,71000.0,529,10,5,10,1,1,1,1,0,1,0
124591,3,3,21,54000.0,241,0,3,0,0,1,1,1,0,1,0
48547,1,3,65,90000.0,163,0,3,0,0,1,1,1,0,1,0
75104,1,1,62,85000.0,945,0,4,0,1,1,0,1,1,0,0
130993,0,0,53,58000.0,978,5,7,5,1,1,0,1,0,1,0
13461,1,1,46,42000.0,1763,0,4,0,1,1,0,1,1,0,0
24020,1,1,70,64000.0,52,0,4,0,1,1,0,1,0,1,0
135504,2,2,63,67000.0,220,20,10,5,1,1,0,0,1,0,0
140562,2,2,55,83000.0,1232,10,7,2,1,1,0,1,1,0,0
21717,3,1,42,73000.0,61,0,4,0,1,1,0,1,0,1,0
92539,1,1,53,103000.0,1066,0,4,0,1,1,0,1,0,1,0
85560,3,3,38,77000.0,459,0,3,0,0,1,1,1,1,0,0
99389,0,0,65,78000.0,227,5,7,5,1,1,0,1,1,0,0
141706,3,3,25,67000.0,1670,0,3,0,0,1,1,1,0,1,0
38954,1,3,42,58000.0,578,0,3,0,0,1,1,1,0,1,0
136877,0,0,78,46000.0,797,10,5,10,1,1,1,1,0,1,0
87307,1,3,65,96000.0,54,0,3,0,0,1,1,1,1,0,0
94573,0,0,53,52000.0,960,5,5,5,1,1,1,1,1,0,0
111819,2,2,21,45000.0,706,7,7,3,1,1,1,1,1,0,0
84224,1,1,53,57000.0,1319,0,4,0,1,1,0,1,0,1,0
92510,2,2,59,106000.0,460,7,7,3,1,1,1,1,0,1,0
17835,1,1,27,39000.0,1327,0,3,0,0,1,1,1,1,0,0
26539,1,1,54,81000.0,100,0,4,0,1,1,0,1,1,0,0
140953,3,1,77,37000.0,942,0,3,0,0,1,1,1,0,1,0
101728,1,3,42,63000.0,1007,0,4,0,1,1,0,1,0,1,0
44518,3,3,65,48000.0,1657,0,3,0,0,1,1,1,0,1,0
33534,1,0,62,72000.0,305,10,7,10,0,1,1,1,1,0,0
112145,3,3,45,63000.0,401,0,3,0,0,1,1,1,0,1,0
106442,1,1,27,62000.0,382,0,4,0,1,1,0,1,0,1,0
63165,3,3,61,58000.0,937,0,3,0,0,1,1,1,1,0,0
9282,1,1,70,98000.0,391,0,4,0,1,1,0,1,0,1,0
20895,3,3,57,33000.0,316,0,4,0,1,1,0,1,1,0,0
93854,1,3,42,46000.0,243,0,3,0,0,1,1,1,0,1,0
104778,1,1,72,75000.0,1074,0,3,0,0,1,1,1,1,0,0
30882,1,1,58,79000.0,829,0,4,0,1,1,0,1,0,1,0
140904,3,3,20,57000.0,90,0,3,0,0,1,1,1,0,1,0
55835,3,3,61,69000.0,1331,0,3,0,0,1,1,1,0,1,0
126783,3,3,59,95000.0,825,0,4,0,1,1,0,1,0,1,0
71414,3,3,60,32000.0,1398,0,3,0,0,1,1,1,0,1,0
112874,3,3,37,52000.0,626,0,3,0,0,1,1,1,1,0,0
91925,1,1,27,62000.0,1244,0,4,0,1,1,0,1,0,1,0
135401,2,2,59,110000.0,212,10,10,2,1,1,1,1,1,0,0
3885,3,3,61,78000.0,194,0,3,0,0,1,1,1,1,0,0
47136,1,1,50,51000.0,19,0,3,0,0,1,1,1,0,1,0
12626,1,1,30,56000.0,797,0,4,0,1,1,0,1,1,0,0
119467,3,3,70,45000.0,378,0,3,0,0,1,1,1,0,1,0
140715,1,1,43,37000.0,188,0,4,0,1,1,0,1,0,1,0
124573,1,1,85,65000.0,63,0,3,0,0,1,1,1,1,0,0
59689,1,1,46,49000.0,535,0,4,0,1,1,0,1,1,0,0
41295,0,0,63,71000.0,317,5,7,5,1,1,0,1,0,1,0
40702,1,3,28,34000.0,781,0,3,0,0,1,1,1,1,0,0
119205,1,1,43,39000.0,197,0,4,0,1,1,0,1,0,1,0
1973,1,1,51,54000.0,1076,0,3,0,0,1,1,1,0,1,0
73732,1,1,32,32000.0,294,0,4,0,1,1,0,1,0,1,0
23490,1,3,54,63000.0,850,0,3,0,0,1,1,1,1,0,0
120632,3,3,45,64000.0,465,0,4,0,1,1,0,1,1,0,0
60106,1,1,36,61000.0,302,0,4,0,1,1,0,1,0,1,0
39419,3,3,33,44000.0,924,0,4,0,1,1,0,1,1,0,0
59168,3,3,49,61000.0,112,0,3,0,0,1,1,1,0,1,0
115661,3,1,23,75000.0,21,0,4,0,1,1,0,1,0,1,0
79135,1,3,42,54000.0,760,0,3,0,0,1,1,1,1,0,0
23665,1,1,20,74000.0,69,5,7,5,1,1,0,1,0,1,0
127100,2,2,53,61000.0,273,20,10,5,1,1,0,0,0,1,0
46668,1,3,31,70000.0,76,0,3,0,0,1,1,1,0,1,0
113342,0,0,85,79000.0,258,10,7,10,0,1,1,1,0,1,0
148193,1,1,77,71000.0,457,0,4,0,1,1,0,1,1,0,0
132971,2,2,57,96000.0,622,7,7,3,1,1,1,1,1,0,0
67375,3,3,26,66000.0,635,0,4,0,1,1,0,1,0,1,0
92370,1,1,57,106000.0,832,0,4,0,1,1,0,1,1,0,0
128449,2,2,57,85000.0,989,10,10,2,1,1,1,1,1,0,0
120562,1,1,74,52000.0,356,0,4,0,1,1,0,1,0,1,0
86720,3,3,40,52000.0,65,0,3,0,0,1,1,1,0,1,0
125789,0,0,72,114000.0,522,5,7,5,1,1,0,1,1,0,0
130280,3,3,50,86000.0,657,0,4,0,1,1,0,1,1,0,0
89593,3,3,53,60000.0,1379,0,4,0,1,1,0,1,0,1,0
80826,3,3,55,52000.0,1321,0,4,0,1,1,0,1,0,1,0
100955,1,1,78,84000.0,1443,0,3,0,0,1,1,1,0,1,0
125490,3,3,76,69000.0,878,0,4,0,1,1,0,1,0,1,0
124905,0,0,45,56000.0,333,5,5,5,1,1,1,1,1,0,0
114536,2,2,56,70000.0,650,7,7,3,1,1,1,1,0,1,0
123088,3,3,56,40000.0,1157,0,4,0,1,1,0,1,0,1,0
61004,1,1,36,40000.0,1646,0,4,0,1,1,0,1,0,1,0
131130,1,3,77,56000.0,417,0,3,0,0,1,1,1,1,0,0
12215,0,0,55,91000.0,808,5,5,5,1,1,1,1,0,1,0
42867,3,3,35,61000.0,273,0,4,0,1,1,0,1,0,1,0
26087,1,1,64,109000.0,621,5,7,5,1,1,0,1,1,0,0
26910,2,2,91,53000.0,197,20,10,5,1,1,0,0,1,0,0
86031,3,3,60,46000.0,1479,0,3,0,0,1,1,1,1,0,0
24081,1,1,63,93000.0,642,0,3,0,0,1,1,1,0,1,0
52697,1,1,67,67000.0,347,0,4,0,1,1,0,1,1,0,0
125388,3,3,20,49000.0,566,0,3,0,0,1,1,1,1,0,0
33631,1,1,24,56000.0,195,0,3,0,0,1,1,1,1,0,0
126803,3,3,43,67000.0,202,0,4,0,1,1,0,1,0,1,0
64785,3,3,82,94000.0,733,0,4,0,1,1,0,1,1,0,0
59377,1,3,58,38000.0,310,0,3,0,0,1,1,1,0,1,0
3923,1,3,62,61000.0,242,0,3,0,0,1,1,1,0,1,0
36213,3,3,66,42000.0,719,0,3,0,0,1,1,1,0,1,0
56364,0,0,52,96000.0,666,10,5,10,1,1,1,1,1,0,0
70403,1,3,34,66000.0,1237,0,3,0,0,1,1,1,0,1,0
87539,3,3,88,61000.0,148,0,3,0,0,1,1,1,1,0,0
115820,3,3,35,55000.0,14,0,3,0,0,1,1,1,1,0,0
25366,3,3,49,80000.0,246,0,4,0,1,1,0,1,0,0,1
17257,0,0,65,73000.0,744,5,5,5,1,1,1,1,1,0,0
121789,3,3,22,40000.0,1029,0,4,0,1,1,0,1,1,0,0
66449,1,1,19,61000.0,633,0,4,0,1,1,0,1,1,0,0
144449,3,3,52,50000.0,682,0,3,0,0,1,1,1,0,1,0
38477,1,1,67,99000.0,726,20,10,5,1,1,0,0,1,0,0
2040,3,3,32,38000.0,1022,0,3,0,0,1,1,1,0,1,0
146096,1,1,56,75000.0,728,0,4,0,1,1,0,1,0,1,0
71228,1,1,60,81000.0,1023,0,3,0,0,1,1,1,1,0,0
144059,1,1,60,51000.0,922,0,4,0,1,1,0,1,0,1,0
96239,2,2,62,83000.0,766,10,10,2,1,1,1,1,1,0,0
10782,0,0,18,46000.0,96,5,5,5,1,1,1,1,0,1,0
46648,2,2,48,90000.0,184,7,7,3,1,1,1,1,1,0,0
51930,0,0,71,50000.0,375,10,5,10,1,1,1,1,1,0,0
23221,1,1,27,50000.0,1750,0,4,0,1,1,0,1,0,1,0
38920,1,1,78,93000.0,938,0,4,0,1,1,0,1,0,1,0
1117,1,1,52,30000.0,177,0,4,0,1,1,0,1,0,1,0
134686,0,0,37,65000.0,126,10,5,10,1,1,1,1,0,1,0
84062,1,1,80,38000.0,682,0,4,0,1,1,0,1,1,0,0
63305,0,0,56,91000.0,629,5,5,5,1,1,1,1,1,0,0
114566,3,3,39,55000.0,182,0,3,0,0,1,1,1,0,1,0
5247,1,1,32,43000.0,421,0,4,0,1,1,0,1,1,0,0
11544,3,1,62,98000.0,815,0,3,0,0,1,1,1,1,0,0
125256,1,1,65,39000.0,658,0,4,0,1,1,0,1,0,1,0
15499,3,3,46,36000.0,104,0,3,0,0,1,1,1,0,1,0
115629,1,1,47,50000.0,979,0,4,0,1,1,0,1,0,1,0
63673,1,3,66,54000.0,801,0,4,0,1,1,0,1,0,1,0
77040,1,1,55,80000.0,217,0,4,0,1,1,0,1,1,0,0
104279,1,1,76,99000.0,445,0,4,0,1,1,0,1,1,0,0
99618,1,1,33,34000.0,1750,0,4,0,1,1,0,1,0,1,0
18739,3,3,52,44000.0,409,0,3,0,0,1,1,1,0,1,0
41158,1,1,55,91000.0,675,0,4,0,1,1,0,1,1,0,0
132402,1,1,76,62000.0,571,0,4,0,1,1,0,1,1,0,0
136568,1,2,45,65000.0,407,20,10,5,1,1,0,0,1,0,0
108994,3,3,45,60000.0,229,0,4,0,1,1,0,1,1,0,0
95095,3,3,50,69000.0,1609,0,3,0,0,1,1,1,0,1,0
61900,1,1,44,75000.0,1070,0,3,0,0,1,1,1,0,1,0
26746,2,1,49,47000.0,932,20,10,5,1,1,0,0,0,1,0
83056,3,1,47,51000.0,564,0,4,0,1,1,0,1,0,1,0
138820,1,1,29,60000.0,305,0,4,0,1,1,0,1,1,0,0
61032,3,3,31,45000.0,79,0,3,0,0,1,1,1,1,0,0
15374,2,1,61,109000.0,520,10,7,2,1,1,0,1,0,1,0
102102,1,3,38,48000.0,1515,0,3,0,0,1,1,1,0,1,0
43362,1,1,46,51000.0,249,0,4,0,1,1,0,1,0,1,0
102432,0,0,85,103000.0,667,10,5,10,1,1,1,1,1,0,0
34366,2,2,43,33000.0,273,7,7,3,1,1,1,1,1,0,0
100210,1,3,56,78000.0,147,0,3,0,0,1,1,1,1,0,0
116211,1,1,37,72000.0,384,0,4,0,1,1,0,1,1,0,0
71777,1,1,65,81000.0,88,0,3,0,0,1,1,1,1,0,0
108541,1,1,62,30000.0,303,0,3,0,0,1,1,1,0,1,0
23063,2,2,53,89000.0,897,10,7,2,1,1,0,1,0,1,0
96231,3,1,66,108000.0,15,0,4,0,1,1,0,1,0,1,0
69934,1,1,59,90000.0,358,5,7,5,1,1,0,1,1,0,0
128314,2,2,67,86000.0,564,20,10,5,1,1,0,0,1,0,0
54511,1,1,72,73000.0,125,0,3,0,0,1,1,1,0,1,0
86865,1,3,52,63000.0,746,0,3,0,0,1,1,1,1,0,0
137432,1,1,43,38000.0,1241,0,4,0,1,1,0,1,0,1,0
59761,1,1,59,83000.0,507,0,4,0,1,1,0,1,0,1,0
42806,1,1,95,41000.0,1,0,4,0,1,1,0,1,1,0,0
64289,0,0,70,92000.0,268,5,5,5,1,1,1,1,1,0,0
124256,1,3,41,35000.0,160,0,3,0,0,1,1,1,1,0,0
42894,1,1,23,31000.0,977,0,4,0,1,1,0,1,1,0,0
137680,3,3,39,45000.0,309,0,3,0,0,1,1,1,1,0,0
99062,1,1,69,43000.0,212,0,3,0,0,1,1,1,0,1,0
82187,1,1,24,50000.0,211,0,4,0,1,1,0,1,0,1,0
31597,3,3,94,75000.0,1433,0,3,0,0,1,1,1,1,0,0
73765,1,3,31,30000.0,261,0,3,0,0,1,1,1,1,0,0
130275,1,3,50,86000.0,657,0,3,0,0,1,1,1,1,0,0
129829,1,3,56,74000.0,226,0,3,0,0,1,1,1,1,0,0
9294,1,1,83,34000.0,406,20,10,5,1,1,0,0,1,0,0
38242,3,3,70,65000.0,1299,0,3,0,0,1,1,1,0,1,0
74583,2,2,73,37000.0,178,7,7,3,1,1,1,1,1,0,0
142183,1,1,73,64000.0,387,0,4,0,1,1,0,1,0,0,1
44950,1,1,47,72000.0,229,0,4,0,1,1,0,1,1,0,0
28451,3,3,62,46000.0,657,0,3,0,0,1,1,1,1,0,0
142430,3,3,82,84000.0,262,0,4,0,1,1,0,1,1,0,0
67454,3,1,54,72000.0,100,0,3,0,0,1,1,1,0,1,0
91216,1,1,87,62000.0,139,0,4,0,1,1,0,1,1,0,0
87461,1,1,69,61000.0,745,0,4,0,1,1,0,1,0,1,0
54634,3,3,32,45000.0,868,0,4,0,1,1,0,1,0,1,0
79010,3,3,58,71000.0,1101,0,3,0,0,1,1,1,1,0,0
108661,1,0,62,95000.0,727,5,7,5,1,1,0,1,1,0,0
84874,2,2,50,83000.0,607,7,7,3,1,1,1,1,1,0,0
104225,1,0,68,82000.0,946,5,7,5,1,1,0,1,1,0,0
51040,3,3,54,61000.0,750,0,3,0,0,1,1,1,1,0,0
56193,3,3,68,61000.0,383,0,4,0,1,1,0,1,1,0,0
47532,0,0,22,64000.0,343,5,5,5,1,1,1,1,1,0,0
109544,1,0,56,93000.0,1012,10,7,10,0,1,1,1,1,0,0
145282,3,3,52,42000.0,501,0,3,0,0,1,1,1,1,0,0
79190,1,1,26,69000.0,1000,0,3,0,0,1,1,1,1,0,0
69215,2,2,31,46000.0,780,10,7,2,1,1,0,1,0,1,0
100816,3,3,46,53000.0,429,0,3,0,0,1,1,1,0,1,0
128276,3,3,42,67000.0,645,0,4,0,1,1,0,1,0,1,0
79750,3,3,49,73000.0,867,0,4,0,1,1,0,1,1,0,0
30691,3,3,24,51000.0,1009,0,3,0,0,1,1,1,0,1,0
97187,0,0,97,69000.0,383,5,5,5,1,1,1,1,0,1,0
49945,0,0,52,46000.0,296,5,7,5,1,1,0,1,1,0,0
114873,3,3,67,98000.0,525,0,3,0,0,1,1,1,0,1,0
34794,3,1,89,67000.0,225,0,4,0,1,1,0,1,1,0,0
54820,2,2,48,63000.0,208,10,10,2,1,1,1,1,1,0,0
121893,0,0,59,108000.0,1068,10,7,10,0,1,1,1,0,1,0
118262,1,1,69,47000.0,989,0,4,0,1,1,0,1,0,1,0
86454,1,1,27,50000.0,1076,0,3,0,0,1,1,1,0,1,0
94071,3,1,32,71000.0,232,0,3,0,0,1,1,1,1,0,0
52487,1,3,52,55000.0,684,0,3,0,0,1,1,1,0,1,0
13438,1,1,51,33000.0,1493,0,4,0,1,1,0,1,0,1,0
30207,3,3,37,67000.0,1085,0,4,0,1,1,0,1,0,1,0
6492,0,0,70,37000.0,326,5,5,5,1,1,1,1,0,1,0
133334,3,3,51,34000.0,6,0,3,0,0,1,1,1,1,0,0
120871,1,1,87,94000.0,445,20,10,5,1,1,0,0,1,0,0
137011,3,1,25,61000.0,1042,0,3,0,0,1,1,1,1,0,0
37907,0,0,58,109000.0,823,10,5,10,1,1,1,1,1,0,0
13685,2,2,67,65000.0,1381,7,7,3,1,1,1,1,0,1,0
27060,1,1,60,87000.0,353,0,3,0,0,1,1,1,1,0,0
128854,1,3,71,62000.0,21,0,3,0,0,1,1,1,0,1,0
95961,3,3,40,80000.0,921,0,3,0,0,1,1,1,0,1,0
143584,1,3,31,66000.0,870,0,3,0,0,1,1,1,0,1,0
108907,3,3,66,50000.0,29,0,3,0,0,1,1,1,0,1,0
72726,2,2,39,74000.0,649,7,7,3,1,1,1,1,1,0,0
19311,2,2,18,53000.0,680,7,7,3,1,1,1,1,0,1,0
21819,2,2,39,51000.0,1087,20,10,5,1,1,0,0,0,1,0
28028,1,3,41,60000.0,276,0,3,0,0,1,1,1,1,0,0
106615,1,0,74,112000.0,712,10,5,10,1,1,1,1,1,0,0
